symbol,tick_time,decision,reason,score,mid,bid,ask,session,price_position,fvg_high,fvg_low,fvg_side,fvg_filled,fvg_age_bars,atr_20_1m,atr_15_15m,prev_day_high,prev_day_low,current_session_high,current_session_low,prev_session_high,prev_session_low,session_boundary,n_confirmed_swing_highs_15m,n_confirmed_swing_lows_15m,fvg_timestamp,smc_trend_15m,hh_15m,ll_15m,strong_low_15m,strong_high_15m,bos_detected_15m,choch_detected_15m,bos_up_15m,bos_down_15m,choch_up_15m,choch_down_15m,is_swing_high_15m,is_swing_low_15m,market_bias_4h,liq_swept,liq_side
XAUUSD,2024-01-02 12:00:02.881000+07:00,HOLD,hold,,2069.685,2069.515,2069.855,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:03.133000+07:00,HOLD,hold,,2069.6800000000003,2069.505,2069.855,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:03.737000+07:00,HOLD,hold,,2069.675,2069.505,2069.845,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:03.989000+07:00,HOLD,hold,,2069.6715,2069.498,2069.845,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:05.044000+07:00,HOLD,hold,,2069.7,2069.525,2069.875,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:09.865000+07:00,HOLD,hold,,2069.715,2069.535,2069.895,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:10.870000+07:00,HOLD,hold,,2069.705,2069.525,2069.885,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:10.971000+07:00,HOLD,hold,,2069.715,2069.535,2069.895,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:11.274000+07:00,HOLD,hold,,2069.705,2069.525,2069.885,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:13.334000+07:00,HOLD,hold,,2069.8050000000003,2069.625,2069.985,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:15.546000+07:00,HOLD,hold,,2069.8115,2069.638,2069.985,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:15.797000+07:00,HOLD,hold,,2069.8050000000003,2069.625,2069.985,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:15.999000+07:00,HOLD,hold,,2069.79,2069.615,2069.965,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:16.100000+07:00,HOLD,hold,,2069.7799999999997,2069.615,2069.945,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:16.151000+07:00,HOLD,hold,,2069.7715,2069.598,2069.945,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:17.608000+07:00,HOLD,hold,,2069.795,2069.605,2069.985,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:17.659000+07:00,HOLD,hold,,2069.8115,2069.638,2069.985,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:19.268000+07:00,HOLD,hold,,2069.8100000000004,2069.635,2069.985,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:19.821000+07:00,HOLD,hold,,2069.8050000000003,2069.625,2069.985,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:20.223000+07:00,HOLD,hold,,2069.8,2069.615,2069.985,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:20.576000+07:00,HOLD,hold,,2069.8050000000003,2069.625,2069.985,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:21.881000+07:00,HOLD,hold,,2069.8165,2069.648,2069.985,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:22.032000+07:00,HOLD,hold,,2069.7765,2069.598,2069.955,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:23.288000+07:00,HOLD,hold,,2069.7799999999997,2069.605,2069.955,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:23.439000+07:00,HOLD,hold,,2069.79,2069.605,2069.975,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:23.591000+07:00,HOLD,hold,,2069.795,2069.615,2069.975,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:23.945000+07:00,HOLD,hold,,2069.8,2069.625,2069.975,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:24.347000+07:00,HOLD,hold,,2069.8050000000003,2069.635,2069.975,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:24.749000+07:00,HOLD,hold,,2069.8,2069.625,2069.975,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:25.503000+07:00,HOLD,hold,,2069.795,2069.615,2069.975,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:26.810000+07:00,HOLD,hold,,2069.8,2069.615,2069.985,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
XAUUSD,2024-01-02 12:00:33.045000+07:00,HOLD,hold,,2069.8165,2069.648,2069.985,asian,,,,,False,0,0.26324545023582013,1.8484634866492455,2066.8805,2063.25,2064.5955000000004,2063.8105,,,True,1,2,,bull,2069.98,2062.4385,2064.0785,,True,False,,,,,,,neutral,True,high
