symbol,type,trade_pair_id,direction,entry_time,exit_time,entry_price,exit_price,pnl,pnl_pips,exit_reason,entry_reason,session,point1_reached,point2_reached,hold_time_m,sl_pips_at_entry
XAUUSD,T1,1,LONG,2025-01-06 07:45:00.031000+07:00,2025-01-06 07:47:38.195000+07:00,2639.545,2640.248,0.7029999999999745,7.029999999999745,trailing_stop,CHoCH,asian,False,False,2.6360666666666663,50.0
XAUUSD,T1,2,LONG,2025-01-06 08:00:00.099000+07:00,2025-01-06 08:13:11.707000+07:00,2643.525,2643.975,0.4499999999998181,4.499999999998181,trailing_stop,BOS,asian,False,False,13.193466666666666,50.0
XAUUSD,T1,3,LONG,2025-01-06 18:30:00.114000+07:00,2025-01-06 18:35:57.301000+07:00,2645.115,2646.548,1.4329999999999927,14.329999999999927,trailing_stop,CHoCH,london,False,False,5.953116666666667,50.0
